epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,12598.4,0.92246,0.49947,0.95684,0.93281,0.9143,0.95324,0.70399,1.02048,0.46241,0.8987,0.0072082,0.0072082,0.0072082
143,12686.6,0.92846,0.49803,0.96103,0.93207,0.91434,0.95258,0.7053,1.01862,0.46143,0.8981,0.0071884,0.0071884,0.0071884
144,12773.2,0.91924,0.49666,0.95764,0.93289,0.91533,0.95301,0.70553,1.01696,0.46055,0.8977,0.0071686,0.0071686,0.0071686
145,12861.3,0.9214,0.49294,0.95717,0.93326,0.91562,0.95334,0.70606,1.0151,0.45964,0.89723,0.0071488,0.0071488,0.0071488
146,12949.5,0.9275,0.50215,0.96042,0.93147,0.91655,0.95391,0.70687,1.01255,0.45845,0.8968,0.007129,0.007129,0.007129
147,13038.8,0.91765,0.49331,0.95861,0.93366,0.91562,0.95433,0.70738,1.01122,0.45748,0.89636,0.0071092,0.0071092,0.0071092
148,13127.8,0.91922,0.49357,0.95681,0.93365,0.91551,0.95441,0.70736,1.00948,0.4565,0.89599,0.0070894,0.0070894,0.0070894
149,13216.8,0.92156,0.49333,0.95697,0.92972,0.91809,0.95461,0.70804,1.0081,0.45546,0.89557,0.0070696,0.0070696,0.0070696
150,13305.6,0.9197,0.48866,0.95689,0.93333,0.9164,0.95499,0.70915,1.00605,0.45395,0.89508,0.0070498,0.0070498,0.0070498
151,13394.4,0.91823,0.49575,0.95974,0.93144,0.91916,0.95544,0.70941,1.00432,0.4534,0.89484,0.00703,0.00703,0.00703
152,13483.6,0.91874,0.48985,0.9539,0.93336,0.9168,0.95601,0.71044,1.00229,0.45282,0.89437,0.0070102,0.0070102,0.0070102
153,13573.9,0.91674,0.48856,0.95249,0.93472,0.91601,0.95568,0.71064,1.00064,0.45217,0.89398,0.0069904,0.0069904,0.0069904
154,13668,0.91221,0.49172,0.9543,0.93406,0.91608,0.95614,0.71115,0.99902,0.45167,0.89338,0.0069706,0.0069706,0.0069706
155,13759.8,0.91961,0.48549,0.9532,0.93786,0.91483,0.9568,0.71217,0.99722,0.45116,0.89296,0.0069508,0.0069508,0.0069508
156,13849.6,0.91281,0.48679,0.955,0.93773,0.91452,0.95693,0.71248,0.99517,0.44998,0.89247,0.006931,0.006931,0.006931
157,13937.6,0.90798,0.48606,0.95364,0.93889,0.91478,0.95659,0.71247,0.99356,0.4497,0.89204,0.0069112,0.0069112,0.0069112
158,14026,0.91027,0.4888,0.95299,0.93857,0.91583,0.95693,0.71303,0.99118,0.44842,0.89149,0.0068914,0.0068914,0.0068914
159,14116.3,0.91395,0.4875,0.95639,0.93835,0.9164,0.95633,0.71325,0.98978,0.44765,0.89123,0.0068716,0.0068716,0.0068716
160,14206.8,0.91439,0.48756,0.95691,0.93741,0.9168,0.95627,0.71371,0.98788,0.44697,0.89082,0.0068518,0.0068518,0.0068518
161,14297.7,0.91788,0.48957,0.95566,0.93849,0.9168,0.95672,0.71455,0.98531,0.4457,0.89036,0.006832,0.006832,0.006832
162,14388.5,0.90267,0.48435,0.95223,0.93867,0.91733,0.95655,0.71557,0.98299,0.44503,0.89006,0.0068122,0.0068122,0.0068122
163,14478.2,0.90858,0.48816,0.95284,0.93857,0.91995,0.95678,0.71664,0.98094,0.44413,0.88972,0.0067924,0.0067924,0.0067924
164,14568.2,0.90338,0.48188,0.95097,0.93823,0.91916,0.9569,0.71728,0.97951,0.44388,0.88925,0.0067726,0.0067726,0.0067726
165,14658.4,0.901,0.47772,0.94991,0.93849,0.92074,0.95707,0.71804,0.97762,0.44296,0.88888,0.0067528,0.0067528,0.0067528
166,14749.3,0.90765,0.48762,0.94857,0.93644,0.92192,0.95769,0.71929,0.97516,0.44229,0.88839,0.006733,0.006733,0.006733
167,14839.9,0.90394,0.48164,0.95173,0.93887,0.92114,0.95808,0.72018,0.97344,0.44093,0.88804,0.0067132,0.0067132,0.0067132
168,14929.7,0.90665,0.47937,0.95261,0.9389,0.92153,0.95825,0.72114,0.97134,0.43972,0.88747,0.0066934,0.0066934,0.0066934
169,15019.1,0.90545,0.48622,0.95279,0.93853,0.92114,0.9579,0.72075,0.96981,0.43873,0.88712,0.0066736,0.0066736,0.0066736
170,15110.7,0.9044,0.47724,0.95272,0.94016,0.92114,0.95781,0.72143,0.96716,0.43843,0.88667,0.0066538,0.0066538,0.0066538
171,15233,0.9019,0.48127,0.95042,0.9385,0.92074,0.95822,0.72139,0.96515,0.43746,0.88634,0.006634,0.006634,0.006634
172,15394.2,0.90426,0.47903,0.95126,0.93849,0.92045,0.95831,0.72225,0.96385,0.43694,0.88591,0.0066142,0.0066142,0.0066142
173,15554.1,0.89583,0.4744,0.94925,0.93937,0.92074,0.95831,0.72328,0.9627,0.43565,0.88548,0.0065944,0.0065944,0.0065944
174,15715.6,0.90264,0.47523,0.95048,0.94056,0.92153,0.95888,0.72393,0.96116,0.43528,0.88507,0.0065746,0.0065746,0.0065746
175,15880.7,0.89579,0.4769,0.9467,0.93969,0.92153,0.95896,0.72416,0.9595,0.43427,0.8846,0.0065548,0.0065548,0.0065548
176,16049,0.89694,0.47197,0.94589,0.94162,0.92221,0.95931,0.72458,0.95752,0.43394,0.88409,0.006535,0.006535,0.006535
177,16216.5,0.90082,0.47831,0.94796,0.94193,0.92101,0.95924,0.72493,0.95607,0.43287,0.88367,0.0065152,0.0065152,0.0065152
178,16380.7,0.88847,0.47198,0.94729,0.94205,0.92114,0.95963,0.7259,0.95402,0.43199,0.88332,0.0064954,0.0064954,0.0064954
